	N00002	N00003	N00005	N00007	N00009	N00010	N00011	N00015	N00017	N00019	N00021	N00022	N00024	N00027	N00028	N00029	N00032	N00033	N00034	N00040	N00042	N00044	N00046	N00047	N00048	N00050	N00053	N00054	N00056	N00058	N00060	N00061	N00062	N00064	N00066	N00067	N00070	N00071	N00072	N00076	N00078	N00080	N00082	N00084	N00086	N00088	N00089	N00090	N00091	N00092	N00093	N00100	N00102	N00104	N00106	N00108	N00109	N00112	N00114	N00115	N00116	N00117	N00119	N00120	N00121	N00123	N00125	N00127	N00129	N00133	N00134	N00136	N00138	N00140	N00141	N00143	N00144	N00146	N00148	N00150	N00153	N00154	N00157	N00159	N00161	N00164	N00166	N00170	N00172	N00174	N00176	N00177	N00178	N00179	N00180	N00182	N00184	N00185	N00186	N00188	N00190	N00192	N00193	N00194	N00195	N00197	N00198	N00199	N00200	N00201	N00202	N00203	N00205	N00207	N00209	N00211	N00213	N00215	N00216	N00217	N00219	N00221	N00222	N00223	N00225	N00228	N00229	N00230	N00234	N00236	N00237	N00240	N00241	N00242	N00243	N00244	N00246	N00248	N00254	N00255	N00256	N00257	N00263	N00265	N00267	N00269	N00272	N00275	N00277	N00278	N00279	N00284	N00285	N00286	N00287	N00291	N00292	N00294	N00297	N00299	N00300	N00313	N00319	N00326	N00328	N00329	N00356	N00357	N00358	N00360	N00362	N00364	N00366	N00367	N00368	N00370	N00371	N00372	N00373	N00378	N00380	N00383	N00385	N00387	N00391	N00395	N00398	N00399	N00401	N00403	N00404	N00408	N00410	N00412	N00414	N00415	N00417	N00418	N00420	N00422	N00424	N00428	N00430	N00431	N00432	N00436	N00440	N00442	N00446	N00447	N00449	N00453	N00457	N00460	N00461	N00469	N00471	N00472	N00473	N00474	N00477	N00479	N00481	N00483	N00485	N00487	N00488	N00489	N00496	N00497	N00499	N00501	N00505	N00507	N00510	N00513	N00514	N00515	N00518	N00520	N00522	N00525	N00529	N00650	N00652	N00654	N00656	N00657	N00658	N00661	N00665	N00667	N00669	N00671	N00673
Faecalibacterium 19	0.001392669	0	0	9.21829e-05	0	0	0	0.000223389	6.59326e-05	0	0	0	0	0	0.000513822	0.002616015	0	0	0	0	0.000522307	0	0	0	0.000279929	0	0	0	0.000302355	0	0	0	0.000553846	0	0.001214834	0.001169591	0.00039116	0	0	0.006792578	0	0.003378693	0	0	0	0	5.3135e-05	0	0	0.000110779	0	0	0	0	0	1.19988e-05	2.38869e-05	0	0	0	0	0	0	0	0	0.000384468	0	0	0.001078582	0	0.000163934	0	0	0	0	0.000366113	6.97885e-05	0.000836951	0	0	0	0	0	0	0	0	0.002484596	0	0	0	0	0	0	0	0.00124028	0.000119067	0	0	8.84173e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000550711	0	0	0	0	0	0	0	6.82082e-05	0	0.000473261	0.013414857	0.0002989	0	0	0	0.000300707	0	0.002692193	0.006138735	0	0	0	0	0	0.000417449	0.000175231	0	0	0.006349811	9.42329e-05	0.007279741	0	0	0	0	0	0.001003251	0.000834625	0	0	0	0.000152905	0	6.46789e-05	0.000254615	0	0.00916458	0	0	8.93336e-05	0	0	0	0	0.00260266	0	0.006271291	0.006180145	0.006801757	0	0	0	0	0.000214041	0.000144781	0	0	0	0	0	0	0	0.006146281	0.001333197	0.0010005	0	0	0	0	0	0	0	0.001099505	0	0	0	0.000209658	0.000174622	0.011568849	0.000277768	0	0.012244413	0	0.004576354	0.005818054	0.000704573	0	0	0.007560543	0	0	0	0	0	0.004544701	0	0	0	0	0.002170597	0.00318637	0	0.000297133	0	0	0	0	5.80013e-05	0.007398976	0.026940171	0.000347975	0	0	0.003247102	0	0	0	0	0	0	0.000460829	0.000402059	0	0	0.010745429	0.000400374	0.000963494	0	0
Clostridiaceae 4513	0	3.31961e-05	0.000134694	0.028115782	0	0.089862247	0.056550802	0.000893555	0.00553834	0	0.000227162	0	0	0.003893215	0.002774638	0	0	0	0	0	0.074907508	0	0.127711394	0.066176219	0	0.000188271	0	0.00692428	0.014059488	0.000522845	0.121711279	0.143746757	0.012246154	0.002522301	0.004283887	0.002777778	0	8.1813e-05	0.028540657	0	0.066743383	0.000588946	0.000120322	0	0	0.004679492	0.003560043	0	0	0	7.25005e-05	3.48371e-05	0.000445655	0	0.000571211	0.070216697	0.058857252	0	0.163593381	0.167942019	0	0	0.003096324	0.001453019	5.01681e-05	0.023196207	0	0.002018843	0.000770416	0.006108898	0.022459016	7.70891e-05	0	0.036603348	0.004951176	0	0	0.001883141	0.004507753	0.000196194	0.001694402	0	0	0.001834997	0	0	9.93838e-05	0	0.017950636	0.029417683	0.001333124	0.001332223	0.001387989	0.00134152	0	0.001150976	0.002578649	0.085855334	0	0.001905693	0.033069196	0.014838279	0.015281015	0.000535977	0	0	0	0.003331113	0.001997503	0.000168454	0.001505152	0	0	0	0.000617951	0.00018357	0	0.000239406	0.000345483	0	0	0	0.000891928	0.000204625	0.014476005	0.030288689	0.007483117	0	0.003026423	0	0.000295858	0.000751767	0.000336134	0	0	0	0	0	0.026151375	0.030220107	0	8.76155e-05	0.000630517	0.01249786	0	0.055880136	0.00205326	0	0	0	0	0	0.025121393	0.043400501	0.001741402	0	0	0	0	0	0	0.028255286	0.004034502	0	0.0072388	0.001340004	0.100166482	0.10717356	2.97654e-05	0	0	0	0	0	0.014312031	0.222751471	0.155969756	0	0	0	0	0	0	0	0.011041639	0.109133489	0	0.006499395	0.004917025	0	6.25313e-05	0	0	0	0	0	0	0	0	0.017028141	0.000979816	0.045067275	0	0	0.000188111	0	0	0.023597242	0.000402253	0.043230995	0.001057828	0	0	0	0.080626108	0.000273523	0.075990453	0.068560642	0.003593454	0.003745548	0.092101214	0	0.005920784	4.74586e-05	0	0.058371465	0.050819352	0.000125644	0.00163423	0	0.096396081	0.001561773	0.001129518	0.045647004	0.000284576	0.005470085	0.035600525	0.036085022	0	0	0.042925278	0	0.000331909	0	0.003350084	0.000919857	0	0	6.44912e-05	0.000152835	0.000281294	0.048578673	0	0	0
Clostridiaceae 1805	0.000158258	0.000132784	0	0.00479351	0	0.024967714	0.005347594	0.000558472	0.001549416	0	3.24517e-05	0	5.36078e-05	0.005005562	0.000616586	0	3.20873e-05	0	0	0	0.005832427	0.000333667	0.012862471	0.008862275	0	0	0	0.001563547	0.001738539	0.000145235	0.016090902	0.011070749	0.001661538	0.001476469	0.00044757	0.000292398	0.00019558	0	0.003096392	0	0.012754124	6.19944e-05	0.000280752	0	0	0.000148555	0.000478215	0	0	0	7.25005e-05	0	4.95172e-05	0	0.000190404	0.009670994	0.006545003	0	0.017257683	0.024709253	0	0	0.000731858	0.000807233	0	0.002242727	0	0	0	0.001115538	0.002459016	0.000128482	0	0.007025761	0.000412598	0	0	0.000313857	0.000901551	0	0.000181543	0	0	0.0002202	0	0.000251636	9.93838e-05	0	0.000934929	0.003621876	0.000156838	0.000333056	0.000647728	0.000361178	0	0.001825687	0	0.020390642	0	0.00200342	0.00424284	0.002667556	0.003885004	0.000133994	0	0	0	0.001443482	0.001123596	0	0.000578905	0	0	0	0.000811061	0	0	0.000239406	0	0.000132696	0	0	0.000297309	6.82082e-05	0.004500943	0.006558042	0.001551378	0	0.001513212	0	0.000591716	0	0.000672269	0	0	0	0	6.19617e-05	0.005980007	0.008447353	5.96356e-05	0	0	0.002311248	0	0.016773464	0.00018666	0	0	0	0.000126847	0	0.004173522	0.00834625	0.000751969	0	0	0	0	0.000129358	0.000381922	0.005730093	0.001095576	0.000115848	0.001126036	0.000625335	0.021573252	0.019772662	0.000386951	0.000163052	0	0	0	0	0.002763214	0.041935183	0.025408827	0	0	0	0	0	0	0	0.002860184	0.02295082	0	0.001058041	0.001229256	0	0	0	0	0	0	0	0	0	0	0.003226385	0.000457247	0.014572373	6.98861e-05	0	0	0	3.63346e-05	0.004992867	0	0.007108899	0.000484838	0.000140915	0	0	0.017838157	0.004649891	0.013937947	0.016604281	0.006604186	0.007532032	0.017894762	0	0.00244998	4.74586e-05	0.000277354	0.014900857	0.011152295	0	0.000668549	0	0.020118964	0.001561773	0.000251004	0.013572299	0	0.001435897	0.011376107	0.010627781	0	2.68356e-05	0.013116057	0	0	0	0	0.000229964	0	0	0	0.003668042	0.000112518	0.015080742	0	0.000116523	0
Clostridiaceae 6650	0	3.31961e-05	0.049331582	0.093657817	0	0.000538097	0.003609626	0	3.29663e-05	0	0	0.000177313	0	0	0	0	0.021273865	0	0	0	0.000609358	0.272605939	0.030291499	0.028126604	0	0	0	0	0.000302355	0.001219973	0.000686342	0.000691922	0.000123077	0	0.000191816	0.000146199	0	0	0.000538503	0	0.048043728	0.050556399	0	0	0.000187512	0	0	0	3.50533e-05	0	0	0	0.005199307	0	0	0.036464208	0.064399006	0.00073046	0.002600473	0.000741615	0	0.000109266	0	0	5.01681e-05	0	0	0.001345895	0	0.007968127	0.000163934	0.211095693	0	0.000433689	0	0	0	0.000104619	0	0.000392388	0	0	0	0	0.000144865	0.1082872	0.034883721	0	0.286649215	0.000321945	7.84191e-05	0	0.101138151	0.192662917	4.77031e-05	7.93777e-05	0	0	0	0.04681163	0.079740438	0.192897633	0.156436156	0.000133994	0	0	0	0	0.000873908	0.000617665	0.000752576	0	0	0	0.031167928	0	0.000723798	0	0	0	0	0.000201837	0.000594619	0	0.000364941	0.004935434	0.001186348	0	0.299499476	0	0	0.000150353	0.000168067	0	0	0	0	0	8.92538e-05	0.000118977	0	0	0	0.244649889	0	0.000188466	0.018230463	0	0	0	0.038054164	0	8.026e-05	0	0.001068587	0	0	0	0	0.033438975	0.055208996	0.000395179	1.73901e-05	0	0	0	0.000485572	0.000573121	0	0	0	0	0	0	7.08516e-05	0.030914355	0.037805521	0	0	0	0	0	0	0	0	0.01147541	0.022777602	0	0	0	0	0	0	0	0	0	0	0.0001523	0.011063771	0.017745116	0.001567705	0.000721635	0	5.82072e-05	0.000141084	0	0	0.000118878	0.016090105	0.029857378	0.001630818	0.000140915	0	0	0.000118133	0.057713348	0.111599045	0.080110055	0.002039528	0.002804044	0.001372879	0.000154679	0.001020825	0.025058137	0.009568714	0.000234659	0.000455196	0.031913557	0.218541079	0	0.016095171	0.034359008	0	0.003712082	0	0.000136752	0.107443989	0.122590213	0	0	0.043124006	0.09797714	0.021366635	0.000159033	0	0.005864091	0	0	0	0.034082225	0	0.001334579	0	0	0
Flavobacterium 3793	0	0	0	0.002396755	0	0.000107619	0	0.000111694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003577144	0	0.00982801	0	0	0	0	0	0	0	0	0	0	0	0	0.004698888	3.09972e-05	0	0.015390572	0	0	0	0	0	0	0	0	4.95172e-05	0.00723016	0	0	0	0.003652301	0	0	0	0	0	0	0	0	0	0.000672948	0.000308166	0	0.000163934	0	0.014367372	0	0	0	0	0	0	0.000196194	0	0	0.028530259	0	0.000289729	0	0	0	0.000560957	0	0	0.000166528	0	5.15969e-05	4.77031e-05	0	0	0	0.008576481	0	0	0	0	0.000133994	0	0	0	0	0	0	0	0.023166023	0	0.004677815	0	0	0.005790388	0.000239406	0.000172741	0.000132696	0.00816138	0	0	6.82082e-05	0	0	0	0	0	0.021317829	0.014201183	0.000150353	0	0	0	0	0.003253544	0	0	0	0	0	0	8.56018e-05	0	0	0	0.00016675	0	0	0	0.005104935	0	0	0	0	0	0	0.000302847	0	0	0	0	0	0	0	0	0	0	0	0.000289184	0.00046729	0	0	0	0	0	0	0	0	0.000144781	0	0	0	0	0.000468384	0	0	0	0	0	0	0.002340824	0	0	0	0	0	0	0	0	2.32786e-05	0	0	0	0.000208326	0.000218007	0	0	0	0	0	0.008497982	0.000509684	0.000118133	0.000820569	0	0	0	0	7.1011e-05	0	0.012862393	9.49172e-05	0.000277354	0	0	0.003266742	7.42832e-05	0.000176944	0.006648006	0	0.005773092	5.80013e-05	0.000284576	0.000478632	0	0.000123579	0	0	0	0	0	0	0.001675042	0	0	0	0	0	0	0	0	0.000233046	0
Pasteurellaceae 480	0.000126606	3.31961e-05	0.000134694	0	0	0.000753336	0.00040107	0	0	0	0.000227162	0	0	0	0	0.001023658	0.000128349	0.000167983	0.00052115	0	0.028291621	0	0	0	0	0	0	0.002680366	0.000226766	2.9047e-05	0	0	0	0	6.39386e-05	0	0	4.09065e-05	0	0	0.000191791	9.29915e-05	0	0.000290388	0	0	0	0	0	0	0	0.003274691	0.000198069	0	0	2.39975e-05	0	0	0	0	0.020212826	0.018793706	0	0	0	0	0.000215471	0.004710633	0	0.000424967	0.000655738	0	0.001853854	8.67378e-05	0.000550131	0	3.48943e-05	0.006904849	0.000721241	0	0.000847201	0.000501756	0	0.0001468	0.00478053	0.000335514	9.93838e-05	0	0	0	0.004077792	0.002830974	0	0	0	0.000396888	0.001547189	0.000429277	8.84173e-05	0.00224774	0.000187184	0.00075025	0.002849003	0	0	0	0	0	0	0	0	0	0.000893455	0.000116945	0.00038622	0.000550711	0.000289519	0.000239406	0	0.003848195	0	0.00060551	0.000445964	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348594	0	0	0.000118977	0	0	0	0	0	0	0	0	9.7229e-05	4.90388e-05	0.000253694	0.000567215	0.00012039	0	0	5.65131e-05	0	0	0	0	0	0.000592768	0	0	0	0	6.93674e-05	9.55201e-05	0	0	0	0	0.000154847	0.000262985	0	0.000280191	0.001758396	0	0	0.005351027	0	0	0	0	0.000731675	0	0.001265422	0.000302297	0	0	6.25313e-05	0	0	0	0	0	0	0	0	0	0.000195963	0	0.000209658	5.82072e-05	0	0	3.63346e-05	0	0	0.000355445	0	0	0	0	0.000295334	0	0	0	0.000145681	0	0	0	0.000612495	0	0	0	3.2514e-05	0	0	0	0.005073478	9.96876e-05	0	0.000174004	0	6.83761e-05	0	0	0	5.36711e-05	0	0	0	0	0	0.000919857	0	0	0.003289049	0.000152835	0.00185654	0.000667289	0	0	0.000100847
Clostridiaceae 2253	0	0	6.73469e-05	0.002581121	0	0.008501937	0.000935829	0.000111694	6.59326e-05	0	0	0	0	0.005561735	0	0	0	0	0	0	0.0018716	0	0.002283279	0.002292558	0	0	0	0.000446728	0.000226766	5.80939e-05	0.004270571	0.003459609	0.000492308	0.000184559	0.000127877	7.30994e-05	0	0	0.00188476	0	0.006137323	0	0	0	0	7.42776e-05	5.3135e-05	0	0	5.53894e-05	0	0	0.000792275	0	0	0.001811812	0.002006497	0	0.004255319	0.006876791	0	0	5.62968e-05	0	0	0.000384468	0	0	0	0.000424967	0.000327869	0	0	0.002428658	0	0	0	0.000104619	0.00018031	0	6.05144e-05	0	0	0	0	8.38785e-05	0	0	0.000560957	0.000643889	0	0.000166528	0.000832794	0	0	0.000238133	0	0.019961365	0	0.000293183	0.000779934	0.000666889	0.000259	0	0	0	0	0.000222074	0.000499376	5.61514e-05	0.000173671	0	0	0	0.000502086	0	0	0.000239406	0	0	0	0	0	0	0.000973177	0.001081739	0.00036503	0	0.000116401	0	0	0	0	0	0	0	0	0	0.001428061	0.001784652	0	0	0	0.000599212	0	0.003675085	0.00012444	0	0	0	0	0	0.001203901	0.001550018	0	0	0	0	0	0	0.000127307	0.001580715	0.000156511	0	0.000482587	0.000178667	0.006104329	0.004489445	0	0	0	0	0	0	0.000354258	0.025870926	0.008176543	0	0	0	0	0	0	0	0.000997738	0.010538642	0	0.000604595	0.000175608	0	0	0	0	0	0	0	0	0	0	0.000537731	0	0.005330788	0	0	4.70278e-05	0	0	0.004636234	0.000201126	0.001555072	8.81523e-05	0	0	0	0.004311872	0.000547046	0.00477327	0.007038423	0.003739135	0.004953129	0.005728217	0	0.00204165	0	0.000138677	0.004458524	0.00318637	0	7.42832e-05	0	0.011021693	9.96876e-05	0.000251004	0.00638014	0	0.000615385	0.004229235	0.003707365	0	2.68356e-05	0.003974563	4.1115e-05	0.000124466	0	0	0	0	0	0	0.00061134	0	0.002001868	0	0	0
Ruminococcaceae 145	0	0.003220024	0	0	0	0	0	0	0	0	0.000227162	0	5.36078e-05	0	0	0	0	0	0	0.026525691	0	0	0	0	0	0	0.000783648	0	0.00026456	2.9047e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520427	0	0	0	0	0	0	0	0	0	0	0	0	0.00208706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111037	0.002122347	0	0	0	0	0	3.8622e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001363158	0	0	0.000119271	8.76155e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000474928	0	0	0	0	0	0	0	0.000208681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209658	0.000523865	4.70278e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14886e-05	0	0	0	0	0	0	0	5.62588e-05	0.000133458	0	0	0
Clostridiaceae 6035	0	0	0.008283665	0.044524336	0	0.000322858	0.00040107	0	0	0	0	4.43282e-05	0	0	0	5.68699e-05	0.00365795	0	0	0	0	0.131464798	0.004490448	0.00540633	0	0	0	0	3.77943e-05	0.00029047	7.62602e-05	0	0	0	0	7.30994e-05	0	0	0	0	0.028576908	0.013421779	0	0	9.37559e-05	0	0	0	3.50533e-05	0	0	3.48371e-05	0.000990344	0	0	0.004127571	0.008002102	0.00182615	0	0	0	0	0	0	0	0	0.000107735	0.000672948	0	0.00063745	0	0.036643026	0	0.000346951	0	0	3.48943e-05	0	0.00018031	0	0	0	0	0	0.000289729	0.011910753	0.00417412	0	0.033657442	0	0	0	0.082539095	0.025076105	0	0	0	0	8.84173e-05	0.01035915	0.011886192	0.025675225	0.023828024	0	0	0	0	0	0.000749064	0.000280757	0.000289452	0	0	0	0.008805809	0	0.000579039	0.000239406	0	0	0	0	0	0	0	0.001757826	0.000638803	0	0.095215924	0	0	0.000300707	0.000168067	0	0.000102312	0	0	0	0	0	0	0	0	0.098870056	0	0	0.005599801	0	0	4.90388e-05	0.012748145	0	0	0	0.000316619	0	0	0	0	0.015005498	0.022490982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018212384	0.012396694	0	0	0	0	0	0	0	0	0.008665105	0.016134135	0	0	0.000102554	0	0	0	0	0	0	0	0	0.002886201	0.013622513	0.000587889	0	0	5.82072e-05	0.000188111	0	0.000181673	0	0.002815768	0.005464966	0.000617066	0	0	0	5.90667e-05	0.011487965	0.025775656	0.027289887	0	6.14024e-05	4.73406e-05	0.000154679	0.001837485	0.005220445	0.001664124	0.00011733	0	0.020982535	0.066780568	0	0.013645906	0.010965641	0	0.00092802	0	0	0.029444043	0.022738507	0	0	0.007949126	0.023147767	0.006015849	0	0	0.00367943	0	0	0	0.023842274	0	0.000800747	0	0	0
Clostridiaceae 5258	0	0	0	0.000553097	0	0.000968575	0.001470588	0	3.29663e-05	0	0	0	0	0	0	0	0	0	0	0	0.002350381	0	0.003577137	0.001847733	0	0	0	0.000223364	0.000604709	2.9047e-05	0.00366049	0.00397855	0.000430769	0.000184559	0.000255754	0.000219298	0	0	0.00094238	0	0.001534331	0	0	0	0	0	0.00010627	0	0	0	0	0	0.000148552	0	0	0.002375753	0.00198261	0	0.003546099	0.003809203	0	0	0.000112594	0	0	0.000897091	0	0	0.000154083	0.003081009	0.000819672	0	0	0.000520427	0.000137533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001086563	0	0	0	0	0	0	0	0.001931745	0	9.77278e-05	0.000623947	0.004001334	0.002849003	0	0	0	0	0.000333111	0	0	0	0	0	0	0.000231732	0	0	0	0	0	0	0	0	0	0.005109178	0.000811304	0.000273773	0	0.000116401	0	0	0	0	0	0	0	0	0	0.000535523	0.000475907	0	0	0	0.002054443	0	0.001696193	0.00018666	0	0	0	0	0	0.00032104	0.000834625	0	0	0	0	0	0	0	0.000592768	0.000956455	0	0.002412933	0	0.003260266	0.003438724	0	0	0	0	0	0	0.000637665	0.003455683	0.003868472	0	0	0	0	0	0	0	0.000199548	0.001639344	0	0.000302297	0.000175608	0	0	0	0	0	0	0	0	0	0	0.000716974	0	0.00193212	0	0	0	0	0	0.007073229	0	0.001377349	4.40762e-05	0	0	0	0.001949203	0.000820569	0.002100239	0.002623412	0.000631282	0.000573089	0.038061874	0	0	0	0	0.001701279	0.001690727	0	7.42832e-05	0	0.001574528	0.000199375	0	0.00226205	0	0.001230769	0.001525737	0.000865052	0	0	0.001987281	0	0	0	0	0	7.68049e-05	0	6.44912e-05	0.000152835	5.62588e-05	0.002402242	0	0	0
Clostridiaceae 6125	0	0	0	0.000276549	0	0.002260009	0.001069519	0	3.29663e-05	0	0	0	0	0.000556174	0.002158052	0	0	0	0	0	0.002089227	0	0.002739935	0.001437126	0	0	0	0	0.000869269	2.9047e-05	0.03050408	0.036671856	6.15385e-05	0.001230391	0.000959079	0.001388889	0	0	0.009558428	0	0.002589183	3.09972e-05	0	0	0	0	5.3135e-05	0	0	0	0	0	9.90344e-05	0	0	0.001871805	0.001266004	0.00036523	0.04751773	0.041328165	0	0	0.000281484	0	0	0.00032039	0	0	0	0.000212483	0.001147541	0	0	0.00078064	0	0	0	5.23095e-05	0.00036062	0	0	0	0	7.33999e-05	0	8.38785e-05	0	0	0.000747943	0.000482917	0	0.000166528	0	0.000103194	0	0	0	0.002146383	0	0.000439775	0.000686342	0.000250083	0.000259	0	0	0	0	0.002109705	0.001498127	0	0	0	0	0	3.8622e-05	0	0	0	0	0	0	0	0	0	0.000243294	0.000743695	0.000182515	0	0.000931207	0	0	0	0.000168067	0	0	0	0	0	0.000803285	0.000713861	0	0	0	0.001027221	0	0.015077271	0	0	0	0	0	0	0.0004013	0.000476929	3.95773e-05	0	0	0	0	0	0	0.001580715	0.000121731	0	0.000160862	0	0.002844062	0.002865603	0	0	0	0	0	0	0.00042511	0.005603811	0.003340953	0	0	0	0	0	0	0	0.002394572	0.002576112	0	0.001662636	0	0	0	0	0	0	0	0	0	0	0	0.000179244	0	0.011057312	0	0	0	0	0	0.00053495	0	0.010974364	0.000264457	0	0	0	0.001240402	0.000547046	0.001431981	0.001599642	0.000922644	0.001146179	0.002414373	0	0	0	0	0.001701279	0.001040447	0	0	0	0.001574528	6.64584e-05	0	0.0136303	0	6.83761e-05	0.008592307	0.015941671	0	0	0.02245628	0	0	0	0	0.000114982	0	0	0	0.00030567	0	0.001201121	0	0	0
Clostridiaceae 1812	0	0	0	0	0	0	0.00013369	0	0	0	0	0	0	0.000556174	0	0	0	0	0	0	8.70511e-05	0	7.61093e-05	0.000102652	0	0	0	0	7.55886e-05	0	0.000228781	0.000691922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000335965	9.55475e-05	0	0	0.000573066	0	0	0	0	0	0	0	0	0	0	0	0	0	8.67378e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.04861e-05	0	0	0	0	0	0	0	0.000429277	0	0	0.000124789	0	0.000259	0	0	0	0	0.001110371	0.001248439	0	0.000463124	0	0	0	7.72439e-05	0	0	0	0	0	0	0.000100918	0	0	0.002615413	0.006355216	0.001642636	0	0.000582004	0	0	0	0	0	0	0	0	0	0.007943592	0.00856633	2.98178e-05	8.76155e-05	0	0.005392912	0	0.017056163	0.00055998	0	0	0	0	0	0.010433806	0.011207822	0.000474928	0	0	0	0	6.46789e-05	0.000169743	0.00671804	0.001147746	0	0.001286898	0.000536001	0.033573807	0.0175757	0.000208358	0.000163052	0	0	0	0	0.001417033	0.009339684	0.039651838	0	0	0	0	0	0.000290444	0	0.005121724	0.000234192	0	0.002116082	0.002546317	0	0	0	0	0	0	0	0	0	0	0	6.53211e-05	0.003189162	0	0	0	0	0	0.000772706	0	0.000888612	4.40762e-05	0	0	0	0.010750148	0	0.00124105	0.00428704	0.000582722	0.000491219	0.001822615	0	0	0	0	0.006159803	0.003381454	0	7.42832e-05	0	0.000349895	0.000232605	0	0.002378052	0	0.000205128	0.002007548	0.001606525	0	0	0.002583466	0	4.14886e-05	0	0	0.000114982	0	0	6.44912e-05	0.001375516	0.000168776	0.012945416	0	0.000116523	0
Lactobacillales 146	0	0	0	0	0	0.000538097	0	0	0	0	0	0	0	0	0	0	0.003946735	0	0	0	0	0	0	0	0	0.002165113	0	0.00982801	0.000151177	0	0	0	0	0	6.39386e-05	0	0	0	0	0	0	6.19944e-05	0	0.001064757	0	0	0.00042508	0	0	0	0	0	0	0.000172147	0	1.19988e-05	0	0.00036523	0	0	0	0	0	0	5.01681e-05	0	0	0	0	5.31208e-05	0	5.13927e-05	0.002471806	0.000173476	0	0	0	0.000104619	0.00036062	0	0	0	0	0	0	0.000167757	0	0	0	0	0	0	0	0	4.77031e-05	0	0.00051573	0	0.000530504	0	3.11974e-05	0	0	0.003483854	0	0	0	0.000333111	0	0	0	0	0	0	0	0	0.000579039	0.017476658	0.010882709	0.000928875	0.000307977	0.000302755	0	0	6.08236e-05	0	0	0	0	0.013565891	0.002662722	0	0	0.000149566	0	0.000121669	0.001510574	0	8.92538e-05	0	2.98178e-05	0	0.000945776	0	0	0.000188466	0	0	0	9.80777e-05	6.34236e-05	0.003781433	0	0	3.95773e-05	0	0	0	0	0	0	0.000395179	1.73901e-05	0.000115848	0	0	0	9.55201e-05	2.97654e-05	0.004565466	0	0.002803738	0	0	7.08516e-05	0.00177454	0.003340953	0	0	0.001498288	0	0.000171871	0	0	0	0.000234192	0	0	0	0	0.000125063	0.000283527	0	0	0	0	0	0.000304599	0	0	0	0.000209507	0	0	0	0	0	0	0	4.44306e-05	0	0	0.001274697	0	0	0	0	0	9.71204e-05	0	2.36703e-05	0.000154679	0.001837485	9.49172e-05	0	0	0	0.009674582	0	0	0.000174948	6.64584e-05	0.000125502	0	0	0	0.000347975	0.000123579	0	0	0.000596184	0	0	0.010496183	0.003350084	0	0	0	0	0.00030567	0	0	0.000107055	0.009205313	0
